company,rep_topic,rep_prob,T10_팀바팀부서편차,T11_보상연봉,T1_워라밸복지,T2_계약직전환,T3_업무강도편차,T4_열악한근무환경,T5_군대식조직문화,T6_비효율문서작업,T7_성장성부족,T8_사내정치불공정,T9_경영진문제,company_clean,company_info,산업,기업형태,사원수,설립일,company_norm,별점
(주)위메이드,T9_경영진문제,0.233333333,0.113333333,0.0333333333,0.12,0,0.0933333333,0.06,0.06,0.0133333333,0.0466666667,0.226666667,0.233333333,위메이드,(주)위메이드,게임,대기업,"1,128명",2000.02.10,위메이드,2.58
(주)윙스풋,T4_열악한근무환경,0.2,0.173333333,0.08,0.12,0,0.0933333333,0.2,0,0.0533333333,0.04,0.0533333333,0.186666667,윙스풋,(주)윙스풋,판매유통,중소기업,70명,2019.09.02,윙스풋,2.52
(주)유니베라,T7_성장성부족,0.263888889,0.131944444,0.104166667,0.0277777778,0,0.0347222222,0.0555555556,0.0625,0.0208333333,0.263888889,0.0763888889,0.222222222,유니베라,(주)유니베라,식품가공/개발,중소기업,114명,2000.05.01,유니베라,2.3125
(주)유밥,T10_팀바팀부서편차,0.180327869,0.180327869,0.0737704918,0.172131147,0,0.0901639344,0.147540984,0.0327868853,0.0573770492,0.0655737705,0.0655737705,0.114754098,유밥,(주)유밥,솔루션/SI/ERP/CRM,중소기업,106명,2010.03.05,유밥,2.557377049
(주)유인컴퍼니,T1_워라밸복지,0.434782609,0.130434783,0,0.434782609,0,0.130434783,0,0,0,0,0.217391304,0.0869565217,유인컴퍼니,(주)유인컴퍼니,섬유/의류/패션,-,-,2015.04.20,유인컴퍼니,2.434782609
(주)이랜드리테일,T1_워라밸복지,0.166666667,0.1,0.146666667,0.166666667,0.0333333333,0.0933333333,0.1,0.0466666667,0.0333333333,0.113333333,0.0933333333,0.0733333333,이랜드리테일,(주)이랜드리테일,판매유통,대기업,"4,212명",1978.12.22,이랜드리테일,2.806666667
(주)이마트에브리데이,T1_워라밸복지,0.24,0.0933333333,0.126666667,0.24,0.02,0.173333333,0.0866666667,0.02,0.0533333333,0.0866666667,0.0933333333,0.00666666667,이마트에브리데이,(주)이마트에브리데이,판매유통,대기업,857명,1974.07.11,이마트에브리데이,2.773333333
(주)이메인텍,T10_팀바팀부서편차,0.265306122,0.265306122,0.224489796,0.12244898,0.0204081633,0.0612244898,0.0816326531,0.0816326531,0.0612244898,0.0816326531,0,0,이메인텍,(주)이메인텍,솔루션/SI/ERP/CRM,중소기업,35명,1999.01.06,이메인텍,3.204081633
(주)이지스헬스케어,T8_사내정치불공정,0.260869565,0.0434782609,0.130434783,0.217391304,0,0.0434782609,0.0434782609,0.130434783,0,0.0434782609,0.260869565,0.0869565217,이지스헬스케어,(주)이지스헬스케어,솔루션/SI/ERP/CRM,중소기업,142명,2017.02.10,이지스헬스케어,2.739130435
(주)이투컬렉션,T1_워라밸복지,0.259259259,0.148148148,0.185185185,0.259259259,0.037037037,0.0740740741,0,0.0740740741,0,0.037037037,0.037037037,0.148148148,이투컬렉션,(주)이투컬렉션,판매유통,중소기업,36명,-,이투컬렉션,1.925925926
(주)이호스트아이씨티,T10_팀바팀부서편차,0.265060241,0.265060241,0.156626506,0.0843373494,0.0120481928,0.0722891566,0.0240963855,0.0240963855,0.0843373494,0.168674699,0.0602409639,0.0481927711,이호스트아이씨티,(주)이호스트아이씨티,네트워크/통신/모바일,중소기업,33명,2004.11.01,이호스트아이씨티,3.256097561
(주)잉카인터넷,T10_팀바팀부서편차,0.198630137,0.198630137,0.198630137,0.143835616,0,0.0342465753,0.095890411,0.0136986301,0.0273972603,0.136986301,0.116438356,0.0342465753,잉카인터넷,(주)잉카인터넷,솔루션/SI/ERP/CRM,중소기업,178명,2000.02.03,잉카인터넷,2.5
(주)자이트솔루션,T11_보상연봉,0.375,0.0833333333,0.375,0.208333333,0.0416666667,0.0833333333,0.0625,0,0,0.0625,0.0833333333,0,자이트솔루션,(주)자이트솔루션,솔루션/SI/ERP/CRM,중소기업,69명,1993.12.18,자이트솔루션,2.979166667
(주)제노레이,T1_워라밸복지,0.368,0.08,0.064,0.368,0,0.08,0.096,0.048,0.072,0.072,0.056,0.064,제노레이,(주)제노레이,기계/설비/자동차,중소기업,395명,2001.04.12,제노레이,2.664
(주)제이씨패밀리,T1_워라밸복지,0.153333333,0.126666667,0.0933333333,0.153333333,0.00666666667,0.0933333333,0.0866666667,0.08,0.0533333333,0.1,0.146666667,0.06,제이씨패밀리,(주)제이씨패밀리,섬유/의류/패션,대기업,470명,1999.10.21,제이씨패밀리,2.733333333
(주)제이와이피엔터테인먼트,T10_팀바팀부서편차,0.213333333,0.213333333,0.0466666667,0.206666667,0,0.193333333,0.0666666667,0.0333333333,0.0733333333,0.0266666667,0.106666667,0.0333333333,제이와이피엔터테인먼트,(주)제이와이피엔터테인먼트,영화/배급/음악,중소기업,96명,1996.04.25,제이와이피엔터테인먼트,2.713333333
(주)제이컬렉션,T7_성장성부족,0.222222222,0.185185185,0.166666667,0.148148148,0,0.0740740741,0.0185185185,0.037037037,0.0555555556,0.222222222,0.037037037,0.0555555556,제이컬렉션,(주)제이컬렉션,판매유통,중소기업,75명,2012.12.25,제이컬렉션,2.698113208
(주)제이케이데이터시스템즈,T1_워라밸복지,0.390243902,0.121951219,0.243902439,0.390243902,0.0243902439,0.0487804878,0.0487804878,0,0,0.0975609756,0,0.0243902439,제이케이데이터시스템즈,(주)제이케이데이터시스템즈,솔루션/SI/ERP/CRM,중소기업,15명,2011.01.19,제이케이데이터시스템즈,2.56097561
(주)제주항공,T1_워라밸복지,0.193333333,0.126666667,0.166666667,0.193333333,0.00666666667,0.0866666667,0.1,0.0733333333,0.0133333333,0.1,0.0933333333,0.04,제주항공,(주)제주항공,운송/운수/물류,대기업,"1,441명",2006.12.31,제주항공,2.96
(주)중앙감정평가법인,T1_워라밸복지,0.283783784,0.135135135,0.256756757,0.283783784,0.0135135135,0.108108108,0.027027027,0.0135135135,0.0405405405,0.0135135135,0.108108108,0,중앙감정평가법인,(주)중앙감정평가법인,부동산/임대/중개,중견기업,462명,2001.07.01,중앙감정평가법인,2.22972973
(주)지란지교데이터,T1_워라밸복지,0.285714286,0.285714286,0.0476190476,0.285714286,0,0.0952380952,0,0.142857143,0,0.0476190476,0.0476190476,0.0476190476,지란지교데이터,(주)지란지교데이터,솔루션/SI/ERP/CRM,중소기업,100명,2020.04.01,지란지교데이터,3.80952381
(주)지앤지엔터테인먼트,T1_워라밸복지,0.333333333,0.0740740741,0.037037037,0.333333333,0,0.185185185,0.037037037,0,0.0740740741,0,0.111111111,0.148148148,지앤지엔터테인먼트,(주)지앤지엔터테인먼트,캐릭터/애니메이션,-,10명,2000.05.15,지앤지엔터테인먼트,1.851851852
(주)지에스리테일,T1_워라밸복지,0.206666667,0.14,0.0733333333,0.206666667,0.02,0.18,0.0933333333,0.0666666667,0.0133333333,0.106666667,0.08,0.02,지에스리테일,(주)지에스리테일,판매유통,대기업,8100명,1971.02.13,지에스리테일,3.546666667
(주)차이커뮤니케이션,T1_워라밸복지,0.34,0.1,0.12,0.34,0.00666666667,0.113333333,0.06,0.02,0.0266666667,0.0333333333,0.0933333333,0.0866666667,차이커뮤니케이션,(주)차이커뮤니케이션,광고/홍보/전시,중소기업,-,2004.06.22,차이커뮤니케이션,2.346666667
(주)체인파트너스,T9_경영진문제,0.377777778,0.0666666667,0.0222222222,0,0,0.111111111,0,0,0.0222222222,0.266666667,0.133333333,0.377777778,체인파트너스,(주)체인파트너스,기타 금융,중소기업,8명,2017.08.01,체인파트너스,2.133333333
(주)칩스앤미디어,T7_성장성부족,0.260869565,0.130434783,0.173913044,0.130434783,0,0,0.0869565217,0.0434782609,0,0.260869565,0.130434783,0.0434782609,칩스앤미디어,(주)칩스앤미디어,전기/전자/제어,중소기업,90명,2003.02.27,칩스앤미디어,3.260869565
(주)카카오엠,T8_사내정치불공정,0.266666667,0.186666667,0.06,0.1,0,0.14,0.0266666667,0.0533333333,0.0333333333,0.0933333333,0.266666667,0.04,카카오엠,(주)카카오엠,영화/배급/음악,대기업 계열사/자회사,-,2018.11.01,카카오엠,2.986666667
(주)카파아이엔티,T1_워라밸복지,0.205882353,0.176470588,0.205882353,0.205882353,0,0.0588235294,0,0,0.0588235294,0.0588235294,0.0294117647,0.205882353,카파아이엔티,카파아이엔티(주),식품가공/개발,중소기업,20명,2007.08.13,카파아이엔티,1.928571429
(주)카펙발레오,T3_업무강도편차,0.18,0.12,0.0666666667,0.12,0.0133333333,0.18,0.0533333333,0.0933333333,0.04,0.16,0.0733333333,0.08,카펙발레오,(주)카펙발레오,기계/설비/자동차,대기업,706명,1993.10.07,카펙발레오,2.489932886
(주)캐럿글로벌,T10_팀바팀부서편차,0.170212766,0.170212766,0.14893617,0.106382979,0,0.127659575,0.0212765957,0.0425531915,0,0.14893617,0.127659575,0.106382979,캐럿글로벌,(주)캐럿글로벌,기타 교육업,중소기업,150명,2000.11.20,캐럿글로벌,2.957446809
(주)케이비데이타시스템,T11_보상연봉,0.4,0.12,0.4,0.126666667,0,0.0333333333,0.06,0.0133333333,0.0266666667,0.0533333333,0.133333333,0.0333333333,케이비데이타시스템,(주)케이비데이타시스템,솔루션/SI/ERP/CRM,대기업,580명,1991.11.01,케이비데이타시스템,3.026666667
(주)케이쓰리아이,T1_워라밸복지,0.361445783,0.0843373494,0.0481927711,0.361445783,0,0.168674699,0.0963855422,0,0.0481927711,0.0240963855,0.13253012,0.0361445783,케이쓰리아이,(주)케이쓰리아이,솔루션/SI/ERP/CRM,-,22명,2000.03.09,케이쓰리아이,2.120481928
(주)케이알티씨,T4_열악한근무환경,0.3,0.2,0.0666666667,0.2,0,0.0666666667,0.3,0,0,0.0666666667,0.0333333333,0.0666666667,케이알티씨,(주)케이알티씨,기타 건설업,중소기업,305명,2004.09.17,케이알티씨,3.066666667
(주)코그넥스코리아,T10_팀바팀부서편차,0.256410256,0.256410256,0.0512820513,0.0256410256,0,0.153846154,0,0.102564103,0.0256410256,0.0769230769,0.230769231,0.0769230769,코그넥스코리아,(주)코그넥스코리아,-,-,10명,-,코그넥스코리아,3.205128205
(주)코리아인스트루먼트,T1_워라밸복지,0.348148148,0.0444444444,0.192592593,0.348148148,0,0.0888888889,0.118518519,0.037037037,0.0518518518,0.0444444444,0.0592592593,0.0148148148,코리아인스트루먼트,(주)코리아인스트루먼트,전기/전자/제어,중소기업,330명,1996.06.14,코리아인스트루먼트,2.437037037
(주)타이탄플랫폼,T9_경영진문제,0.28,0.0266666667,0.0866666667,0.106666667,0,0.0866666667,0.04,0.02,0.0266666667,0.16,0.166666667,0.28,타이탄플랫폼,(주)타이탄플랫폼,솔루션/SI/ERP/CRM,중소기업,141명,2011.12.01,타이탄플랫폼,1.506666667
(주)타이호인스트,T1_워라밸복지,0.32,0.2,0.06,0.32,0.02,0.1,0.08,0.06,0,0.12,0.02,0.02,타이호인스트,(주)타이호인스트,솔루션/SI/ERP/CRM,-,47명,2005.08.25,타이호인스트,3.04
(주)태산,T1_워라밸복지,0.285714286,0.0952380952,0.0476190476,0.285714286,0,0,0.190476191,0.142857143,0.0476190476,0,0.190476191,0,태산,(주)태산,식품가공/개발,중소기업,38명,1994.06.11,태산,2.380952381
(주)태평양감정평가법인,T1_워라밸복지,0.229508197,0.114754098,0.131147541,0.229508197,0,0.147540984,0.114754098,0.0491803279,0.0163934426,0.0163934426,0.180327869,0,태평양감정평가법인,(주)태평양감정평가법인,부동산/임대/중개,대기업,370명,2001.01.19,태평양감정평가법인,2.704918033
(주)통블록,T1_워라밸복지,0.230769231,0.115384615,0.0769230769,0.230769231,0,0.230769231,0.0384615385,0.0384615385,0.0384615385,0.0384615385,0.0769230769,0.115384615,통블록,(주)통블록,IT컨설팅,중소기업,15명,2016.11.02,통블록,1.653846154
(주)트릴리어네어,T9_경영진문제,0.282051282,0.102564103,0.0256410256,0.153846154,0.0256410256,0.102564103,0,0.0256410256,0,0.153846154,0.128205128,0.282051282,트릴리어네어,(주)트릴리어네어,판매유통,-,-,2014.09.24,트릴리어네어,2.358974359
(주)티맥스데이터,T10_팀바팀부서편차,0.275167785,0.275167785,0.0536912752,0.147651007,0,0.161073825,0.0469798658,0.0134228188,0.033557047,0.0939597315,0.0872483222,0.0872483222,티맥스데이터,(주)티맥스데이터,솔루션/SI/ERP/CRM,중견기업,334명,2003.05.01,티맥스데이터,3.006711409
(주)티브이데일리,T3_업무강도편차,0.285714286,0.0857142857,0.0857142857,0.257142857,0,0.285714286,0.0571428571,0.0285714286,0.142857143,0,0.0571428571,0,티브이데일리,(주)티브이데일리,신문/잡지/언론사,-,-,-,티브이데일리,1.628571429
(주)티티에스,T11_보상연봉,0.299212598,0.118110236,0.299212598,0.204724409,0.00787401575,0.0866141732,0.157480315,0.00787401575,0.0157480315,0.031496063,0.062992126,0.00787401575,티티에스,(주)티티에스,기계/설비/자동차,중소기업,200명,2000.05.19,티티에스,2.448818898
(주)파리미키코리아,T9_경영진문제,0.387096774,0.0322580645,0.0322580645,0.0967741935,0,0.064516129,0.0967741935,0,0.0322580645,0.0967741935,0.161290323,0.387096774,파리미키코리아,(주)파리미키코리아,판매유통,중소기업,18명,2000.07.12,파리미키코리아,1.580645161
(주)팬엔터테인먼트,T1_워라밸복지,0.227272727,0,0.0909090909,0.227272727,0,0.227272727,0.0909090909,0.0454545455,0.0454545455,0.0454545455,0.0909090909,0.136363636,팬엔터테인먼트,(주)팬엔터테인먼트,방송사/케이블,-,35명,1998.04.03,팬엔터테인먼트,2.181818182
(주)포잉코퍼레이션,T10_팀바팀부서편차,0.291666667,0.291666667,0.0416666667,0.0833333333,0.0208333333,0.0625,0,0.0208333333,0.0208333333,0.104166667,0.229166667,0.125,포잉코퍼레이션,(주)포잉코퍼레이션,솔루션/SI/ERP/CRM,중소기업,35명,2020.12.17,포잉코퍼레이션,2.770833333
(주)플래시드웨이브코리아,T9_경영진문제,0.254237288,0.0847457627,0.0847457627,0.152542373,0.0169491525,0.0508474576,0.0338983051,0.0169491525,0.0508474576,0.0508474576,0.203389831,0.254237288,플래시드웨이브코리아,(주)플래시드웨이브코리아,섬유/의류/패션,-,50명,2009.08.12,플래시드웨이브코리아,2
(주)플레시먼힐러드코리아,T10_팀바팀부서편차,0.287356322,0.287356322,0.0344827586,0.114942529,0.0229885057,0.16091954,0.0114942529,0.0229885057,0.0114942529,0.0574712644,0.206896552,0.0689655172,플레시먼힐러드코리아,(주)플레시먼힐러드코리아,광고/홍보/전시,중소기업,45명,1998.01.15,플레시먼힐러드코리아,3.425287356
(주)플로언스,T9_경영진문제,0.419354839,0.064516129,0.064516129,0.129032258,0,0.129032258,0,0,0.0967741935,0.064516129,0.0322580645,0.419354839,플로언스,(주)플로언스,솔루션/SI/ERP/CRM,중소기업,-,2017.11.28,플로언스,1.451612903
(주)하나금융경영연구소,T10_팀바팀부서편차,0.235294118,0.235294118,0.0294117647,0.0588235294,0.0588235294,0.117647059,0.0588235294,0.0882352941,0.0882352941,0.0588235294,0.117647059,0.0882352941,하나금융경영연구소,(주)하나금융경영연구소,연구소/컨설팅/조사,대기업,55명,1990.07.14,하나금융경영연구소,2.823529412
(주)하나금융티아이,T11_보상연봉,0.226666667,0.14,0.226666667,0.173333333,0,0.08,0.106666667,0.0333333333,0.02,0.0933333333,0.0933333333,0.0333333333,하나금융티아이,(주)하나금융티아이,솔루션/SI/ERP/CRM,대기업 계열사/자회사,580명,1990.09.12,하나금융티아이,3.4
(주)하인스,T9_경영진문제,0.384615385,0.0769230769,0.115384615,0.115384615,0.0384615385,0,0,0,0,0.0384615385,0.230769231,0.384615385,하인스,(주)하인스,기계/설비/자동차,-,31명,2007.10.12,하인스,1.576923077
(주)한국공간데이터,T9_경영진문제,0.306122449,0.0408163265,0.0408163265,0.0408163265,0,0.142857143,0.0816326531,0.0204081633,0.0204081633,0.183673469,0.12244898,0.306122449,한국공간데이터,(주)한국공간데이터,솔루션/SI/ERP/CRM,-,-,2018.10.01,한국공간데이터,2.469387755
(주)한국신용데이터,T3_업무강도편차,0.260416667,0.166666667,0.03125,0.0625,0.0104166667,0.260416667,0.0729166667,0.0104166667,0.0208333333,0.104166667,0.114583333,0.145833333,한국신용데이터,(주)한국신용데이터,IT컨설팅,중소기업,140명,2016.04.27,한국신용데이터,3.229166667
(주)한국큐빅,T1_워라밸복지,0.23255814,0,0,0.23255814,0,0.0930232558,0.186046512,0.0697674419,0.0465116279,0.11627907,0.139534884,0.11627907,한국큐빅,(주)한국큐빅,석유/화학/에너지,-,163명,1989.05.13,한국큐빅,2.23255814
(주)한국투자저축은행,T8_사내정치불공정,0.150684932,0.136986301,0.109589041,0.102739726,0.0410958904,0.123287671,0.0342465753,0.130136986,0.0273972603,0.0821917808,0.150684932,0.0616438356,한국투자저축은행,(주)한국투자저축은행,은행/금융/저축,대기업,390명,1982.12.14,한국투자저축은행,2.945205479
(주)허유산코리아,T1_워라밸복지,0.363636364,0.0909090909,0.227272727,0.363636364,0.0454545455,0,0.0454545455,0,0.0454545455,0,0.0454545455,0.136363636,허유산코리아,(주)허유산코리아,판매유통,-,-,2016.03.15,허유산코리아,2.454545455
(주)헥토데이터,T8_사내정치불공정,0.233333333,0.15,0.0666666667,0.15,0.0333333333,0.1,0.05,0.0166666667,0.0166666667,0.116666667,0.233333333,0.0666666667,헥토데이터,(주)헥토데이터,솔루션/SI/ERP/CRM,중소기업,67명,2009.09.01,헥토데이터,2.7
(주)현대경제연구원,T10_팀바팀부서편차,0.162962963,0.162962963,0.111111111,0.111111111,0.0222222222,0.111111111,0.0444444444,0.118518519,0.0148148148,0.125925926,0.0962962963,0.0814814815,현대경제연구원,(주)현대경제연구원,기타 교육업,대기업,134명,1986.10.10,현대경제연구원,3.17037037
(주)현대공업,T8_사내정치불공정,0.24,0.18,0.04,0.1,0,0.16,0.04,0.1,0.02,0.06,0.24,0.06,현대공업,(주)현대공업,기계/설비/자동차,중견기업,350명,1969.07.25,현대공업,2.9
(주)현대그린푸드,T1_워라밸복지,0.22,0.1,0.0666666667,0.22,0.02,0.113333333,0.16,0.06,0.0266666667,0.06,0.113333333,0.06,현대그린푸드,(주)현대그린푸드,판매유통,대기업,"4,800명",2023.03.01,현대그린푸드,2.92
(주)현대백화점,T1_워라밸복지,0.268965517,0.179310345,0.0827586207,0.268965517,0.0275862069,0.0689655172,0.110344828,0.103448276,0.0206896552,0.0551724138,0.0689655172,0.0137931035,현대백화점,(주)현대백화점,판매유통,대기업,1767명,2002.11.01,현대백화점,3.475862069
(주)현대케피코,T7_성장성부족,0.313333333,0.0933333333,0.133333333,0.0533333333,0,0.106666667,0.0466666667,0.0333333333,0.02,0.313333333,0.106666667,0.0933333333,현대케피코,(주)현대케피코,기계/설비/자동차,대기업,"1,169명",1987.09.03,현대케피코,3.16
(주)현대퓨처넷,T7_성장성부족,0.173333333,0.113333333,0.1,0.0866666667,0.0133333333,0.0933333333,0.0533333333,0.0933333333,0.0733333333,0.173333333,0.166666667,0.0333333333,현대퓨처넷,(주)현대퓨처넷,기타 IT/웹/통신,대기업,590명,1992.03.16,현대퓨처넷,2.833333333
(주)현대홈쇼핑,T7_성장성부족,0.28,0.113333333,0.0866666667,0.06,0,0.0666666667,0.12,0.0266666667,0.0333333333,0.28,0.12,0.0933333333,현대홈쇼핑,(주)현대홈쇼핑,판매유통,대기업,430명,2001.05.29,현대홈쇼핑,3.253333333
(주)히타치엘지데이터스토리지코리아,T7_성장성부족,0.419642857,0.0803571429,0.0446428571,0.0535714286,0.0178571429,0.0803571429,0.0625,0.00892857143,0.0178571429,0.419642857,0.151785714,0.0625,히타치엘지데이터스토리지코리아,(주)히타치엘지데이터스토리지코리아,판매유통,대기업,445명,2000.12.01,히타치엘지데이터스토리지코리아,2.794642857
AirAsia Berhad(에어아시아),T1_워라밸복지,0.28,0.16,0.253333333,0.28,0.0133333333,0.08,0.0133333333,0.0533333333,0.0266666667,0.04,0.0533333333,0.0266666667,AirAsia Berhad(에어아시아),AirAsia Berhad(에어아시아),운송/운수/물류,외국계 (외국 법인기업),-,2001.12.02,AirAsiaBerhad,3.053333333
Chai797 (매장),T3_업무강도편차,0.285714286,0.0357142857,0.0714285714,0.178571429,0,0.285714286,0.214285714,0,0.0357142857,0.107142857,0.0357142857,0.0357142857,Chai797 (매장),Chai797 (매장),외식업/식음료,-,-,-,Chai797,2.5
Hainan Airlines,T1_워라밸복지,0.352941177,0.147058823,0,0.352941177,0,0.0294117647,0.0882352941,0.0294117647,0.0882352941,0.0294117647,0.176470588,0.0588235294,Hainan Airlines,Hainan Airlines,호텔/여행/항공,-,-,-,HainanAirlines,2.647058824
KAIST College of Business,T10_팀바팀부서편차,0.32,0.32,0.04,0.08,0.08,0.16,0.12,0.04,0,0.04,0.12,0,KAIST College of Business,KAIST College of Business,초중고/대학,-,-,-,KAISTCollegeofBusiness,3.28
"MakeshopNcompany, Inc.",T1_워라밸복지,0.24,0.16,0.1,0.24,0,0.14,0.22,0,0,0.04,0.04,0.06,"MakeshopNcompany, .","MakeshopNcompany, Inc.",유통/무역/상사,-,-,2017.03.30,MakeshopNcompany,2.769
Qatar Airways,T1_워라밸복지,0.34,0.166666667,0.06,0.34,0.00666666667,0.14,0.113333333,0.0466666667,0.00666666667,0.0333333333,0.08,0.00666666667,Qatar Airways,Qatar Airways,호텔/여행/항공,-,-,-,QatarAirways,3.62
The Emirates Group,T10_팀바팀부서편차,0.344827586,0.344827586,0,0.275862069,0.0344827586,0.172413793,0.137931034,0,0,0.0344827586,0,0,The Emirates Group,The Emirates Group,호텔/여행/항공,-,-,-,TheEmiratesGroup,3.827586207
Vietjet air,T1_워라밸복지,0.181818182,0.0909090909,0.136363636,0.181818182,0,0.136363636,0.136363636,0.0454545455,0.0909090909,0.0454545455,0.136363636,0,Vietjet air,Vietjet air,호텔/여행/항공,-,-,-,Vietjetair,3.090909091
건국대학교건국유업건국햄,T7_성장성부족,0.333333333,0.125,0.104166667,0.125,0.0208333333,0.0625,0.0625,0.104166667,0.0208333333,0.333333333,0.0416666667,0,건국대학교건국유업건국햄,건국대학교건국유업건국햄,식품가공/개발,국내 공공기관/공기업,172명,1946.05.15,건국대학교건국유업건국햄,2.979166667
건설근로자공제회,T3_업무강도편차,0.241666667,0.191666667,0.0666666667,0.241666667,0.025,0.241666667,0.0416666667,0.075,0.0416666667,0,0.075,0,건설근로자공제회,건설근로자공제회,기타 금융,국내 공공기관/공기업,48명,1996.12.31,건설근로자공제회,3.041666667
건아정보기술(주),T7_성장성부족,0.229166667,0.0833333333,0.104166667,0.125,0,0.0625,0.0833333333,0.145833333,0.0416666667,0.229166667,0.0833333333,0.0416666667,건아정보기술,건아정보기술(주),전기/전자/제어,중소기업,135명,1988.03.15,건아정보기술,2.5625
고려산업(주),T5_군대식조직문화,0.275862069,0.103448276,0.103448276,0.137931034,0,0.0689655172,0.0689655172,0.275862069,0,0.137931034,0.103448276,0,고려산업,고려산업(주),식품가공/개발,-,91명,-,고려산업,2.103448276
공항철도(주),T8_사내정치불공정,0.161538462,0.130769231,0.161538462,0.161538462,0.00769230769,0.0307692308,0.146153846,0.0461538461,0.0384615385,0.0923076923,0.161538462,0.0230769231,공항철도,공항철도(주),운송/운수/물류,대기업,435명,2015.11.24,공항철도,3.276923077
교보악사자산운용(주),T11_보상연봉,0.263157895,0.263157895,0.263157895,0.052631579,0,0.0263157895,0.052631579,0,0.052631579,0.105263158,0.0789473684,0.105263158,교보악사자산운용,교보악사자산운용(주),증권/보험/카드,대기업,79명,1988.07.07,교보악사자산운용,2.921052632
국제약품(주),T1_워라밸복지,0.173333333,0.133333333,0.0866666667,0.173333333,0.00666666667,0.0466666667,0.166666667,0.126666667,0.04,0.08,0.0733333333,0.0666666667,국제약품,국제약품(주),제약/보건/바이오,대기업,444명,1959.07.27,국제약품,2.786666667
군인공제회,T5_군대식조직문화,0.363636364,0.151515152,0.121212121,0.0909090909,0,0.121212121,0,0.363636364,0.0303030303,0.0303030303,0.0303030303,0.0606060606,군인공제회,군인공제회,증권/보험/카드,국내 비영리단체/협회/교육재단,200명,1984.02.01,군인공제회,3.333333333
굿어스데이터(주),T11_보상연봉,0.346153846,0.153846154,0.346153846,0.0769230769,0,0.0384615385,0,0.153846154,0.0384615385,0.0384615385,0.0384615385,0.115384615,굿어스데이터,굿어스데이터(주),IT컨설팅,-,-,2018.10.08,굿어스데이터,2.615384615
금보개발(주) ORAKAI 청계산 호텔,T1_워라밸복지,0.5,0.166666667,0.0833333333,0.5,0,0.0416666667,0,0.0833333333,0,0.0416666667,0.0833333333,0,금보개발 ORAKAI 청계산 호텔,금보개발(주) ORAKAI 청계산 호텔,호텔/여행/항공,-,-,-,금보개발ORAKAI청계산호텔,2.458333333
나라아이넷(주),T1_워라밸복지,0.214285714,0.119047619,0.0952380952,0.214285714,0.0238095238,0.0238095238,0.166666667,0.0238095238,0,0.0952380952,0.0952380952,0.142857143,나라아이넷,나라아이넷(주),솔루션/SI/ERP/CRM,-,10명,1996.12.16,나라아이넷,1.666666667
나이스데이터(주),T8_사내정치불공정,0.233333333,0.1,0.2,0.133333333,0,0.0666666667,0.0333333333,0,0.0666666667,0.133333333,0.233333333,0.0333333333,나이스데이터,나이스데이터(주),솔루션/SI/ERP/CRM,-,20명,-,나이스데이터,2.066666667
남양유업(주),T7_성장성부족,0.193333333,0.08,0.08,0.0533333333,0.00666666667,0.08,0.1,0.153333333,0.0133333333,0.193333333,0.16,0.08,남양유업,남양유업(주),식품가공/개발,대기업,"2,795명",1964.03.13,남양유업,2.76
네오메카(주),T8_사내정치불공정,0.142857143,0.142857143,0.0476190476,0.142857143,0,0.142857143,0.0952380952,0.0476190476,0,0.142857143,0.142857143,0.0952380952,네오메카,네오메카(주),솔루션/SI/ERP/CRM,중소기업,20명,2002.10.23,네오메카,2.523809524
넥스브레인(주),T1_워라밸복지,0.47761194,0.0447761194,0.0447761194,0.47761194,0,0.104477612,0.0895522388,0,0.0597014925,0.0149253731,0.0597014925,0.104477612,넥스브레인,넥스브레인(주),솔루션/SI/ERP/CRM,중소기업,39명,2000.06.28,넥스브레인,2.731343284
넥스트증권(주),T7_성장성부족,0.272727273,0.0909090909,0.181818182,0.0303030303,0,0.0606060606,0.0303030303,0.0303030303,0.0303030303,0.272727273,0.181818182,0.0909090909,넥스트증권,넥스트증권(주),증권/보험/카드,대기업,-,1997.02.01,넥스트증권,2.818181818
니폰페인트마린코리아(주),T4_열악한근무환경,0.230769231,0.054945055,0,0.0659340659,0,0.142857143,0.230769231,0.142857143,0.043956044,0.0989010989,0.120879121,0.0989010989,니폰페인트마린코리아,니폰페인트마린코리아(주),판매유통,외국계 (외국 투자기업),21명,2004.07.20,니폰페인트마린코리아,1.571428571
다이와증권캐피탈마켓코리아(주),T11_보상연봉,0.296296296,0.222222222,0.296296296,0.0740740741,0,0.111111111,0.0740740741,0.0740740741,0,0.111111111,0,0.037037037,다이와증권캐피탈마켓코리아,다이와증권캐피탈마켓코리아(주),대출/캐피탈/여신,중소기업,83명,2011.08.08,다이와증권캐피탈마켓코리아,2.481481481
다이쿄니시카와코리아(주),T3_업무강도편차,0.151162791,0.127906977,0.0697674419,0.139534884,0,0.151162791,0.127906977,0.0813953488,0.0581395349,0.0581395349,0.127906977,0.0581395349,다이쿄니시카와코리아,다이쿄니시카와코리아(주),석유/화학/에너지,중소기업,69명,2001.01.18,다이쿄니시카와코리아,2.360465116
다이킨코리아(주),T8_사내정치불공정,0.292682927,0.0487804878,0.219512195,0.0243902439,0,0.0731707317,0.0487804878,0.0243902439,0.146341463,0.0487804878,0.292682927,0.0731707317,다이킨코리아,다이킨코리아(주),판매유통,중소기업,17명,2008.08.01,다이킨코리아,1.756097561
